s.n.,name_of_province,district_name_english,district_name_nepali,palika_name_english,palika_name_nepali,palika_type,total_wards,municipal_center_english,municipal_center_nepali,municipal_center_sec_source,total_palikas,website,email,area_sq_km,total_population,total_male,total_female,total_households,long,lat,remarks
294,3,DHADING,धादिङ,Rubi Valley Gaunpalika,रुबी भ्याली गाउँपालिका,Gaunpalika,6,Sertung,सेर्तुङ्,Sertung,10,http://www.rubivalleymun.gov.np/,rubyvalleymun2017@gmail.com,425,9562,4462,5100,2134,85.084831,28.17792,
295,3,DHADING,धादिङ,Siddhalek Gaunpalika,सिद्धलेक गाउँपालिका,Gaunpalika,7,Salang,सलङ्,Salang,11,http://www.siddhalekmun.gov.np/,ito.siddhalekmun@gmail.com,106,23729,10965,12764,5138,84.845419,27.84343,
296,3,DHADING,धादिङ,Thakre Gaunpalika,थाक्रे गाउँपालिका,Gaunpalika,11,Thakre,ठक्रे,Thakre,12,http://www.thakremun.gov.np/,thakre.mun@gmail.com,96.02,32914,16053,16861,6927,85.066568,27.750946,
297,3,DHADING,धादिङ,Tripurasundari Gaunpalika,त्रिपुरासुन्दरी गाउँपालिका,Gaunpalika,7,Salyantar,सल्यानतर्,Piskar,13,http://www.tripurasundarimundhading.gov.np/,tripurasundaridhading@gmail.com,84.36,22960,10050,12910,5355,85.91303,27.74685,
298,3,DOLAKHA,दोलखा,Baiteswor Gaunpalika,बैतेधर गाउँपालिका,Gaunpalika,8,"Pandudanda, Namdu","पान्दुडाँडा, णम्दु","Pandudanda, Namdu",1,http://www.baiteshwormun.gov.np/,baiteshworrm0127@gmail.com,80.5,19876,9095,10781,5079,86.125115,27.632889,
299,3,DOLAKHA,दोलखा,Bhimeshwor Municipality,भिमेश्वर नगरपालिका,Nagarpalika,9,Charikot,चाररिकोत्,Charikot,2,http://www.bhimeshwormun.gov.np/,,133,32486,14980,17506,8639,86.049308,27.672376,
300,3,DOLAKHA,दोलखा,Bigu Gaunpalika,बिगु गाउँपालिका,Gaunpalika,8,Laduk,लदुक्,Laduk,3,http://www.bigumun.gov.np/,"bigumun@gmail.com, info@bigumun.gov.np",613,18449,8846,9603,4418,86.16907,27.76741,
301,3,DOLAKHA,दोलखा,Gaurishankar Gaunpalika,गौरिशंकर गाउँपालिका,Gaunpalika,9,Suri,सुरि,Suri,4,http://www.gaurishankarmun.gov.np/,Gs.Dolakha@Gmail.com,681,17062,8169,8893,4067,86.215638,27.755513,
302,3,DOLAKHA,दोलखा,Jiri Municipality,जिरी नगरपालिका,Nagarpalika,9,Jiri,जिरि,Jiri,5,http://www.jirimun.gov.np/,,211,15515,7141,8374,3854,86.220212,27.621335,
303,3,DOLAKHA,दोलखा,Kalinchowk Gaunpalika,कालिन्चोक गाउँपालिका,Gaunpalika,9,Sunkhani,सुनखानइ,Sunkhani,6,http://www.kalinchowkmun.gov.np/,info@kalinchowkmun.gov.np,132,22954,10946,12008,5457,86.096068,27.696355,
304,3,DOLAKHA,दोलखा,Melung Gaunpalika,मेलुङ्ग गाउँपालिका,Gaunpalika,7,Bhedpu,भेद्पु,Bhedpu,7,http://www.melungmun.gov.np/,melungrmc@gmail.com,86.52,20210,9015,11195,4841,86.05496,27.529732,
305,3,DOLAKHA,दोलखा,Shailung Gaunpalika,शैलुङ गाउँपालिका,Gaunpalika,8,Katakuti,कताकुति,Katakuti,8,http://www.shailungmun.gov.np/,info@shailungmun.gov.np,129,19698,8786,10912,4958,85.96378,27.63862,
306,3,DOLAKHA,दोलखा,Tamakoshi Gaunpalika,तामाकोशी गाउँपालिका,Gaunpalika,7,Japhe,जफे,Japhe,9,http://www.tamakoshimun.gov.np/,ito.tamakoshimun@gmail.com,82.16,18849,8776,10073,4345,86.09759,27.54927,
307,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Banepa Municipality,बनेपा नगरपालिका,Nagarpalika,14,Banepa,बनेपा,Banepa,1,http://www.banepamun.gov.np/,,54.6,59800,29294,30506,12947,85.52038,27.62995,
308,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Bethanchowk Gaunpalika,बेथानचोक गाउँपालिका,Gaunpalika,6,Dhungkharka,ढुङ्खर्क,Dhungkharka,2,http://www.bethanchowkmun.gov.np/,bethanchowkmun@gmail.com,101,16777,7679,9098,3601,85.478558,27.522209,
309,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Bhumlu Gaunpalika,भुम्लु गाउँपालिका,Gaunpalika,10,Salle Bhumlu,सल्ले भुम्लु,Salle Bhumlu,3,http://www.bhumlumun.gov.np/,,91.49,18916,8816,10100,4513,85.75202,27.615221,
310,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Chauri Deurali Gaunpalika,चौरीदेउराली गाउँपालिका,Gaunpalika,9,Dhandakharka Bhanjyang,ढन्दाखर्क भञ्ज्याङ्,Dhandakharka Bhanjyang,4,http://www.chaurideuralimun.gov.np/,ito.chaurideuralimun@gmail.com,97.85,20829,9468,11361,4664,85.784043,27.59146,
311,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Dhulikhel Municipality,धुलिखेल नगरपालिका,Nagarpalika,12,Dhulikhel,ढुलिखेल्,Dhulikhel,5,http://www.dhulikhelmun.gov.np/,,54.62,32826,15752,17074,7195,85.556965,27.615401,
312,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Khanikhola Gaunpalika,खानीखोला गाउँपालिका,Gaunpalika,7,Salmechakal,सल्मेचकल्,Salmechakal,6,http://www.khanikholamun.gov.np/,khanikholamun@gmail.com,132,14398,7064,7334,2372,85.484056,27.393317,
313,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Mahabharat Gaunpalika,महाभारत गाउँपालिका,Gaunpalika,8,Devitar,डेवितर्,Devitar,7,http://www.mahabharatmun.gov.np/,ito.mahabharatmun@gmail.com,186,18283,8941,9342,2910,85.655143,27.363388,
314,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Mandan Deupur Municipality,मण्डन देउपुर नगरपालिका,Nagarpalika,12,Mahadevsthan,महादेवस्थान,Mahadevsthan,8,http://www.mandandeupurmun.gov.np/,,88.62,33175,15543,17632,7444,85.615159,27.710845,
315,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Namobuddha Municipality,नमोबुद्ध नगरपालिका,Nagarpalika,11,Damcha Kashikhanda,डम्छ कशिखानद,Damcha Kashikhanda,9,http://www.namobuddhamun.gov.np/,,102,29519,13604,15915,6584,85.635445,27.552013,
316,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Panauti Municipality,पनौती नगरपालिका,Nagarpalika,12,Panuti,पनौति,Panuti,10,http://www.panchakanyamun.gov.np/,,118,46595,21808,24787,10196,85.506922,27.590628,
317,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Panchkhal Municipality,पाँचखाल नगरपालिका,Nagarpalika,13,Panchkhal,पाँचखाल,Panchkhal,11,http://www.panchkhalmun.gov.np/,,103,37997,17943,20054,8544,85.61839,27.64967,
318,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Roshi Gaunpalika,रोशी गाउँपालिका,Gaunpalika,12,Katunje Besi,कतुन्जे बेसि,Katunje Besi,12,http://www.roshimun.gov.np/,roshi2073@gmail.com,176,28746,13531,15215,5896,85.67675,27.51494,
319,3,KABHREPALANCHOK,काभ्रेपलाञ्चोक,Temal Gaunpalika,तेमाल गाउँपालिका,Gaunpalika,9,Pokhari Narayansthan,पोखरी नरायन्स्थान,Pokhari Narayansthan,13,http://www.temalmun.gov.np/,temalmun2@gmail.com,88.85,22712,10583,12129,4876,85.736084,27.520242,
320,3,KATHMANDU,काठमाडौँ,Budhanilkhantha Municipality,बुढानिलकण्ठ नगरपालिका,Nagarpalika,13,Budhanilkhantha,बुधानिल्खानथ,Budhanilkhantha,1,http://www.budhanilkanthamun.gov.np/,,34.8,116303,58311,57992,28545,85.348804,27.755046,
321,3,KATHMANDU,काठमाडौँ,Chandragiri Municipality,चन्द्रागिरी नगरपालिका,Nagarpalika,15,Chandragiri,चन्द्रागिरि,Chandragiri,2,http://www.chandragirimun.gov.np/,,43.92,85198,42881,42317,20532,85.242607,27.693198,
322,3,KATHMANDU,काठमाडौँ,Dakshinkali Municipality,दक्षिणकाली नगरपालिका,Nagarpalika,9,Dakshinkali,डक्षिन्काली,Dakshinkali,3,http://www.daxinkalimun.gov.np/,,42.68,20049,9756,10293,4449,85.26534,27.61112,
323,3,KATHMANDU,काठमाडौँ,Gokarneshwor Municipality,गोकर्णेश्वर नगरपालिका,Nagarpalika,9,Gokarneshwor,गोकर्नेश्वोर्,Gokarneshwor,4,http://www.gokarneshwormun.gov.np,,58.49,112537,56302,56235,28225,85.376088,27.725224,
324,3,KATHMANDU,काठमाडौँ,Kageshwori Manahara Municipality,कागेश्वरी मनहरा नगरपालिका,Nagarpalika,12,Kageshwori Manahara,कागएश्वोरी मनहर,Kageshwori Manahara,5,http://www.kageshworimanoharamun.gov.np/,,27.38,68760,34507,34253,16265,85.414023,27.726629,
325,3,KATHMANDU,काठमाडौँ,Kathmandu Metropolitian City,काठमाण्डौ महानगरपालिका,Mahanagarpalika,32,Kathmandu,काठमाडौं,Kathmandu,6,http://www.kathmandu.gov.np/,,49.45,975453,511841,463612,254292,85.312068,27.698732,
326,3,KATHMANDU,काठमाडौँ,Kirtipur Municipality,किर्तिपुर नगरपालिका,Nagarpalika,10,Kirtipur,किर्तिपुर्,Kirtipur,7,http://www.kirtipurmun.gov.np/,,14.76,65602,36476,29126,19441,85.272651,27.682113,
327,3,KATHMANDU,काठमाडौँ,Nagarjun Municipality,नागार्जुन नगरपालिका,Nagarpalika,10,Nagarjun,नणगर्जुन्,Nagarjun,8,http://www.nagarjunmun.gov.np/,,29.85,84580,42585,41995,21045,85.26863,27.717836,
328,3,KATHMANDU,काठमाडौँ,Shankharapur Municipality,शंङ्खरापुर नगरपालिका,Nagarpalika,9,Shankharapur,षन्खरपुर्,Shankharapur,9,http://www.shankharapurmun.gov.np/,,60.22,26784,13056,13728,5723,85.466243,27.728719,
329,3,KATHMANDU,काठमाडौँ,Tarakeshwor Municipality,तारकेश्वर नगरपालिका,Nagarpalika,11,Tarakeshwor,टार्केश्वोर्,Tarakeshwor,10,http://www.tarakeshwormun.gov.np/,,34.95,85427,43324,42103,20995,85.300793,27.764742,
330,3,KATHMANDU,काठमाडौँ,Tokha Municipality,टोखा नगरपालिका,Nagarpalika,11,Tokha,टोखा,Tokha,11,http://www.tokhamun.gov.np/,,17.11,105010,53642,51368,26879,85.32698,27.74533,
331,3,LALITPUR,ललितपुर,Bagmati Gaunpalika,बाग्मती गाउँपालिका,Gaunpalika,7,Bhattedanda,भात्तेडाँडा,Bhattedanda,1,http://www.bagmatimunlalitpur.gov.np/,bagmatigaupalika@gmail.com,111,13049,6454,6595,2614,85.304384,27.49774,
332,3,LALITPUR,ललितपुर,Godawari Municipality,गोदावरी नगरपालिका,Nagarpalika,14,Bajrabarahi,बज्रबाराहि,Bajrabarahi,2,http://www.godawarimun.gov.np/,,96.12,78301,38282,40019,17762,85.326869,27.604159,
333,3,LALITPUR,ललितपुर,Konjyosom Gaunpalika,कोन्ज्योसोम गाउँपालिका,Gaunpalika,5,choughare,चोउघरे,choughare,3,http://www.konjyosommun.gov.np/,,44.16,9709,4596,5113,2001,85.370131,27.53577,
334,3,LALITPUR,ललितपुर,Lalitpur Metropolitian City,ललितपुर महानगरपालिका,Mahanagarpalika,29,Lalitpur,ललितपुर,Lalitpur,4,http://www.lalitpurmun.gov.np/,,36.12,284922,145924,138998,70256,85.31678,27.67655,
335,3,LALITPUR,ललितपुर,Mahalaxmi Municipality,महालक्ष्मी नगरपालिका,Nagarpalika,10,Mahalaxmi,महलक्ष्मी,Mahalaxmi,5,http://www.mahalaxmimun.gov.np/,,26.51,61128,30527,30601,14699,85.34812,27.657196,
336,3,LALITPUR,ललितपुर,Mahankal Gaunpalika,महाङ्काल गाउँपालिका,Gaunpalika,6,Gotikhel,गोतिखेल्,Gotikhel,6,http://www.mahankalmun.gov.np/,,82.44,9453,4583,4870,1942,85.38872,27.49503,
337,3,MAKAWANPUR,मकवानपुर,Bagmati Gaunpalika,बाग्मती गाउँपालिका,Gaunpalika,9,Jhurjhure,झुर्झुरे,Jhurjhure,1,http://www.bagmatimunmakawanpur.gov.np/,bagmatimun.makwanpur@gmail.com,312,30495,14635,15860,5731,85.412823,27.318777,
338,3,MAKAWANPUR,मकवानपुर,Bakaiya Gaunpalika,बकैया गाउँपालिका,Gaunpalika,12,Hatisunde,हातीसुन्दे,Hatisunde,2,http://www.bakaiyamun.gov.np/,"bakaiyagaunpalika@gmail.com,
  ito.bakaiyamun@gmail.com,",394,39620,19129,20491,7538,85.203167,27.333169,
339,3,MAKAWANPUR,मकवानपुर,Bhimphedi Gaunpalika,भिमफेदी गाउँपालिका,Gaunpalika,9,Bhimphedi,भिम्फेदि,Bhimphedi,3,http://www.bhimphedimun.gov.np/,ito.bhimphedimun@gmail.com,245,23344,11183,12161,4810,85.123722,27.544294,
340,3,MAKAWANPUR,मकवानपुर,Hetauda Sub-Metropolitian City,हेटौडा उपमहानगरपालिका,Upamahanagarpalika,19,Hetauda,हेटौंडा,Hetauda,4,http://www.hetaudamun.gov.np/,,262,152875,74964,77911,34270,85.038319,27.433546,
341,3,MAKAWANPUR,मकवानपुर,Indrasarowar Gaunpalika,ईन्द्रसरोवर गाउँपालिका,Gaunpalika,5,Khulekhani,कुलेख नि,Khulekhani,5,http://www.indrasarowarmun.gov.np/,indrasarowarmun@gmail.com,97.34,13809,6509,7300,3054,85.168515,27.582988,
342,3,MAKAWANPUR,मकवानपुर,Kailash Gaunpalika,कैलाश गाउँपालिका,Gaunpalika,10,Kalikatar,कालिकातर्,Kalikatar,6,http://www.kailashmun.gov.np/,Kailashruralmunicipal@gmail.com,204,23922,11943,11979,4263,84.92084,27.58803,
343,3,MAKAWANPUR,मकवानपुर,Makawanpurgadhi Gaunpalika,मकवानपुरगढी गाउँपालिका,Gaunpalika,8,Makawanpurgadhi,मकवानपुरगधि,Makawanpurgadhi,7,http://www.makawanpurgadhimun.gov.np/,info@makawanpurgadhimun.gov.np,149,25322,12279,13043,5003,85.087648,27.409828,
344,3,MAKAWANPUR,मकवानपुर,Manahari Gaunpalika,मनहरी गाउँपालिका,Gaunpalika,9,Rajaeya,राजाएय,Rajaeya,8,http://www.manaharimun.gov.np/,"manaharimun@gmail.com, 
 ito.manaharimun@gmail.com",200,36970,17860,19110,7603,84.882665,27.466656,
345,3,MAKAWANPUR,मकवानपुर,Raksirang Gaunpalika,राक्सिराङ्ग गाउँपालिका,Gaunpalika,9,Chainapur,चाइनापुर्,Chainapur,9,http://www.raksirangmun.gov.np/,"raksirang.rmc@gmail.com ,
 ito.raksirangmun@gmail.com",227,26192,13110,13082,4557,84.844203,27.548104,
346,3,MAKAWANPUR,मकवानपुर,Thaha Municipality,थाहा नगरपालिका,Nagarpalika,12,Dandagaun Daman,डन्दागाउँ डमन,Thaha,10,http://www.thahamun.gov.np/,,191,41623,19811,21812,8928,85.077393,27.633188,
347,3,NUWAKOT,नुवाकोट,Belkotgadhi Municipality,बेलकोटगढी नगरपालिका,Nagarpalika,13,Jiling,जिलिङ्,Jiling,1,http://www.belkotgadhimun.gov.np/,,156,40698,19602,21096,8099,85.12289,27.830537,
348,3,NUWAKOT,नुवाकोट,Bidur Municipality,बिदुर नगरपालिका,Nagarpalika,13,Bidur,बिदुर्,Bidur,2,http://www.bidurmun.gov.np/,,130,54846,25450,29396,12632,85.14125,27.91147,
349,3,NUWAKOT,नुवाकोट,Dupcheshwor Gaunpalika,दुप्चेश्वर गाउँपालिका,Gaunpalika,7,Samundratar,समुन्द्रतर्,Samundratar,3,http://www.dupcheshwormun.gov.np/,"dupcherumun2017@gmail.com,",132,21962,11068,10894,4420,85.381805,27.92161,
350,3,NUWAKOT,नुवाकोट,Kakani Gaunpalika,ककनी गाउँपालिका,Gaunpalika,8,Kakani,ककनी,Kakani,4,http://www.kakanimun.gov.np/,ito.kakanimun@gmail.com,87.97,26263,12986,13277,5183,85.239764,27.831912,
351,3,NUWAKOT,नुवाकोट,Kispang Gaunpalika,किस्पाङ्ग गाउँपालिका,Gaunpalika,5,Kaule,कौले,Kaule,5,http://www.kispangmun.gov.np/,kispangrm@gmail.com,82.57,14861,6942,7919,3340,85.13379,28.00351,
352,3,NUWAKOT,नुवाकोट,Likhu Gaunpalika,लिखु गाउँपालिका,Gaunpalika,6,Suryamati,सुर्यमति,Suryamati,6,http://www.likhumunnuwakot.gov.np/,likhu.nuwakot@gmail.com,47.88,16852,7807,9045,3629,85.23727,27.89045,
353,3,NUWAKOT,नुवाकोट,Myagang Gaunpalika,म्यागङ गाउँपालिका,Gaunpalika,6,Maneblae,मनेब्लए,Maneblae,7,http://www.meghangmun.gov.np/,,97.83,12984,5837,7147,3261,85.095134,27.975727,
354,3,NUWAKOT,नुवाकोट,Panchakanya Gaunpalika,पन्चकन्या गाउँपालिका,Gaunpalika,5,Mothbhanjyang,मोथ्भञ्ज्याङ्,Mothbhanjyang,8,http://www.panautimun.gov.np/,,53.47,15945,7711,8234,3321,85.333804,27.884416,
355,3,NUWAKOT,नुवाकोट,Shivapuri Gaunpalika,शिवपुरी गाउँपालिका,Gaunpalika,8,Likhu,लिखु,Likhu,9,http://www.shivapurimun.gov.np/,sgaunpalikait@gmail.com,102,20769,9752,11017,4676,85.358713,27.862158,
356,3,NUWAKOT,नुवाकोट,Suryagadhi Gaunpalika,सुर्यगढी गाउँपालिका,Gaunpalika,5,Bagesiwori Chokade,बगेसिवोरी चोकदे,Bagesiwori Chokade,10,http://www.suryagadhimun.gov.np/,suryagadhimun@gmail.com,49.09,16800,8194,8606,3509,85.229648,27.947759,
